Event,Date_Time,Latitude,Longitude,Station,Cast,Bottle,Press_dbar_,DepthWater_m_,Temp___C_,Tpot___C_,Tcon___C_,Sal,ASAL_g_kg_,Density_kg_m__3_,BottomDepth_m,I129_at_l,unc_I129_at_l,U236_at_l,unc_U236_at_l,WM,f_mw,f_sim,f_pw,f_aw,Gamma_yrs,unc_Gamma_yrs,Delta_yrs,unc_Delta_yrs,Delta_Gamma_ratio,unc_Delta_Gamma_ratio,t_mode_yrs,unc_t_mode_yrs
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,7,2000.1,1969.315623,-0.7253,-0.819533934,-0.81818662,34.92129671,35.08987228,1037.450151,3999.547,82014704.8920655,2752086.23312592,4970663.42703573,165706.675416875,EBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,9,1500.3,1478.968168,-0.5914,-0.657062701,-0.655895828,34.91538929,35.08365982,1035.129625,3999.547,276284162.932867,8913445.98321102,8488459.9333786,243762.834711741,CBDW,NaN,NaN,NaN,NaN,131,8,89,10,0.68,0.03,42,1
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,11,1000.5,987.4908462,-0.1981,-0.240731524,-0.240035826,34.90546993,35.0730252,1032.768048,3999.547,2148553525.27517,66055700.3034336,16629525.8619936,507529.672330995,uPDW,NaN,NaN,NaN,NaN,38,2,28,4,0.74,0.06,11,1
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,13,700.7,692.0560526,0.4244,0.392731134,0.392668146,34.90318953,35.07030938,1031.313586,3999.547,2468571059.73111,75779209.0709503,17404428.3809662,506410.170236254,dAAW,NaN,NaN,NaN,NaN,30,2,20,3,0.67,0.06,10,1
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,15,500.5,494.5481263,1.1847,1.159780397,1.158736579,34.91262678,35.07954253,1030.317993,3999.547,2053613030.9624,63218041.9677756,17492176.7393479,461241.06927064,AAW,NaN,NaN,NaN,NaN,38,2,25,3,0.66,0.04,13,1
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,17,300.4,296.9473792,1.6083,1.592818667,1.591483585,34.87876659,35.04532212,1029.318391,3999.547,2300410270.75151,71092692.9612186,14588060.2378613,433773.357038435,AAW,-0.00503011867136778,0.00876397182422452,-0.0237567138742618,1.02002286072141,47,5,52,12,1.11,0.12,6,1
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,19,100,98.92758159,-0.63925,-0.642212884,-0.639713627,34.51654568,34.68111305,1028.227833,3999.547,3797759685.89165,125134145.292752,16873738.1841874,474284.348597501,AAW,0.0125820412810291,-0.00425253641934968,0.0259348579066453,0.965735637231675,18,1,4,1,0.22,0.05,16,2
SO21_05-03,2021-08-04T17:29:40,83.11933333,29.4805,5,3,21,28.8,28.47016337,-1.54475,-1.545321855,-1.541343055,34.02689981,34.18891857,1027.526221,3999.547,3635269565.60896,111896209.782008,15429695.0109462,447332.180901689,PSW,0.0194818331419169,0.00486380733793497,0.0185556638717624,0.957098695648386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,7,2001.3,1970.417214,-0.6591,-0.75448101,-0.753210102,34.9199713,35.08857418,1037.446932,2950.749,294453143.044101,9225558.05472466,6663956.96276137,218646.150812275,EBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,9,1501.2,1479.814036,-0.4983,-0.565184932,-0.56412668,34.91411563,35.08234937,1035.124814,2950.749,1124203256.99898,34576486.3803676,10680521.9641691,317521.87921764,CBDW,NaN,NaN,NaN,NaN,245,27,441,70,1.8,0.13,13,1
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,11,1001.3,988.1447356,-0.16795,-0.210829668,-0.210153753,34.90146011,35.0689011,1032.762341,2950.749,2293834256.77815,72752058.0516581,16333596.9073777,436225.930388795,uPDW,NaN,NaN,NaN,NaN,36,2,28,4,0.78,0.06,9,1
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,14,699.5,690.8245103,0.2024,0.172165458,0.172419131,34.89263696,35.05970154,1031.313137,2950.749,2692208251.43177,83542816.4240038,18819191.1112779,540696.120291049,dAAW,NaN,NaN,NaN,NaN,25,1,12,2,0.48,0.06,13,2
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,15,500.5,494.506771,0.64755,0.624922709,0.624666597,34.88677707,35.05365065,1030.340443,2950.749,2453893397.41156,75415895.4032795,18034755.4102172,489154.668552645,dAAW,NaN,NaN,NaN,NaN,29,1,17,2,0.59,0.05,12,1
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,17,300.2,296.7392011,1.08665,1.072497138,1.071848916,34.86418486,35.03076992,1029.34852,2950.749,2381694094.04211,73934634.7715407,18090456.5974245,460959.042439033,AAW,-0.000557084438122831,0.0035128192365315,-0.0125981000965337,1.00964236529813,31,2,19,2,0.61,0.05,12,1
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,19,100.2,99.10104584,-0.8923,-0.895010633,-0.891988174,34.39143464,34.55559696,1028.13836,2950.749,5211723606.91217,162725711.289892,19960637.1485953,563836.651480992,PSW,0.01118797636936,0.00438280766975263,0.00157065857351237,0.982858557387375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_08-09,2021-08-08T21:52:01,86.44733333,33.39616667,8,9,21,30.1,29.78710329,-1.6749,-1.675421696,-1.670598454,33.47240735,33.63263136,1027.085634,2950.749,6884378975.05825,211744272.067534,19861165.1440836,573518.771868038,PSW,0.0490423545091663,-0.0155394700126047,0.132698830328673,0.833798285174765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,7,3000.1,2946.896201,-0.7323,-0.899363959,-0.897944191,34.92966108,35.09860558,1041.990488,4438.287,71359551.7754418,2574667.54431344,2853386.64767182,104355.040484204,EBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,9,2000.1,1969.221408,-0.60615,-0.702339256,-0.701138066,34.92139936,35.09013213,1037.438125,4438.287,393937705.959521,12314782.8351505,6621348.31169527,195460.220913834,CBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,11,1000.2,987.0798577,-0.06285,-0.106570165,-0.10602682,34.90282231,35.07034143,1032.750267,4438.287,2530312434.69728,78528147.2560201,16090797.1147221,416078.508293807,uPDW,NaN,NaN,NaN,NaN,32,2,27,4,0.84,0.07,7,1
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,13,699.9,691.226781,0.3397,0.308601011,0.308698542,34.89103853,35.05817298,1031.305943,4438.287,2833065004.00754,87059203.7137233,17182926.8083759,477508.395049618,dAAW,NaN,NaN,NaN,NaN,24,2,15,2,0.63,0.07,9,1
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,15,500.1,494.1225872,0.9161,0.892326665,0.891703336,34.89564116,35.06266393,1030.326548,4438.287,2731223553.15017,83891850.0441972,16265045.5835039,431797.77382469,dAAW,NaN,NaN,NaN,NaN,27,2,21,3,0.78,0.08,7,1
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,17,300.3,296.8147005,1.22555,1.211038615,1.210173424,34.87360805,35.04040822,1029.345427,4438.287,2651941522.79209,82027727.3906291,18003587.7012184,516797.395547316,AAW,0.00340829287671176,0.00105395478512102,-0.0463372564012232,1.04187500873939,26,1,15,2,0.58,0.06,11,1
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,19,99.9,98.81147186,-1.49855,-1.500679022,-1.49710679,34.24053821,34.40470554,1028.040461,4438.287,5939920060.14078,183849662.565243,19662633.6389367,536484.527227865,PSW,0.0207692078127807,-0.00360285089549171,0.028074447237074,0.954759195845637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_16-06,2021-08-12T21:59:29,88.94466667,22.73066667,16,6,21,29.8,29.45964658,-1.676,-1.676502992,-1.67124729,33.17349573,33.33356758,1026.84411,4438.287,8741590923.779,268562671.863984,20352905.7094868,543231.44219035,PSW,0.0643629956730542,-0.0204050580029671,0.0945069074543636,0.861535154875549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,7,2500.1,2458.615708,-0.7064,-0.835470316,-0.834111907,34.92378212,35.09264758,1039.728822,4335.739,112256147.872966,4320293.74138177,4598411.41870107,167545.481978568,EBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,9,2000.2,1969.280111,-0.55955,-0.656523321,-0.655398821,34.92719964,35.09599257,1037.437916,4335.739,210484480.692201,10873678.9337749,5412116.25780748,154976.804852624,CBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,11,1500.1,1478.651821,-0.4139,-0.481789332,-0.480841494,34.91606849,35.08446743,1035.114162,4335.739,1060535266.79807,49259585.2666583,11181273.3063129,270764.25372717,uPDW,NaN,NaN,NaN,NaN,159,28,211,68,1.33,0.16,15,1
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,13,1000,986.9326259,0.02445,-0.019998927,-0.019541148,34.89827925,35.0657965,1032.739451,4335.739,2533204050.53603,82185130.187938,16968862.012361,428145.914765282,uPDW,NaN,NaN,NaN,NaN,30,2,21,3,0.7,0.06,9,1
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,15,700,691.2720548,0.4743,0.442406877,0.442360342,34.88788302,35.05502142,1031.292752,4335.739,3411653740.4591,105494814.597959,16145901.1240974,454820.330810758,dAAW,NaN,NaN,NaN,NaN,16,1,9,2,0.56,0.13,7,2
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,17,499.9,493.9807019,0.9922,0.968112822,0.967444252,34.88787459,35.05488509,1030.314221,4335.739,2852079540.92177,88593122.8329152,15854797.6344528,401254.917563737,AAW,NaN,NaN,NaN,NaN,26,2,23,4,0.88,0.09,5,1
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,19,246.6,243.8065144,1.4098,1.397588715,1.396609721,34.85803598,35.02476913,1029.069311,4335.739,2778263600.684,86492608.2868237,14841395.1967424,402960.904317098,AAW,-0.00806904407689548,0.0115290556595963,-0.008385491815102,1.0049254802324,32,4,36,8,1.13,0.13,4,1
SO21_20-03,2021-08-14T16:32:58,89.60183333,17.01466667,20,3,21,30.2,29.91311211,-1.697,-1.69747033,-1.691668972,32.74107859,32.89941362,1026.493978,4335.739,8932077826.77,274788947.605576,19951535.5817615,532521.365624782,PSW,0.0654247515056038,-0.0129972338866637,0.143555981621603,0.804016500759457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,1,125.1,123.6728312,-1.1178,-1.120961674,-1.117820471,34.38114223,34.54686158,1028.26057,2743,5685089866.36133,178017044.992416,NaN,NaN,PSW,0.0221983156122641,-0.00800020667675465,0.00498152219143687,0.980820368873054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,4,100,98.9418881,-1.54035,-1.542425064,-1.538701399,34.16239517,34.32759744,1027.979691,2743,6394283225.53672,199989269.728199,NaN,NaN,PSW,0.0209984342668155,-0.00188809331955617,0.0372609688484131,0.943628690204327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,7,75,74.17333698,-1.5585,-1.559942234,-1.555256559,33.62073479,33.78381958,1027.42124,2743,7165310259.25465,222088393.176748,NaN,NaN,PSW,0.0299576493186815,-0.00112223783264319,0.129659319629266,0.841505268884695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,10,50,49.4354056,-1.65895,-1.659756053,-1.653799613,32.6853324,32.84353882,1026.54453,2743,7525816371.77785,231456774.556157,NaN,NaN,PSW,0.0552729501172861,-0.0089352180768136,0.261627533711463,0.692034734248064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,13,40.1,39.63790432,-1.62315,-1.623768762,-1.617164827,32.2589411,32.41487225,1026.149199,2743,6607245216.09179,203194396.671482,NaN,NaN,PSW,0.0586260986532366,-0.00857547638560016,0.395941110302584,0.554008267429779,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,16,30.1,29.77465038,-1.60325,-1.603668349,-1.596068872,31.48662423,31.63865628,1025.473669,2743,5708194997.9512,175531920.960538,NaN,NaN,PSW,0.0616567539506431,0.00267902726488249,0.539408287843865,0.39625593094061,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,19,20.1,19.89608168,-1.56685,-1.567098984,-1.558460685,30.65883281,30.80643247,1024.752593,2743,5916651625.12263,182019174.353709,NaN,NaN,PSW,0.0979587558574827,-0.0106280270029416,0.526606319994441,0.386062951151018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-01,2021-08-18T15:48:58,89.31716667,-147.9908333,25,1,21,10.1,9.964605732,-1.54535,-1.545462962,-1.536153883,30.06405056,30.20899973,1024.221386,2743,5134251429.73505,158205693.612956,NaN,NaN,PSW,0.11952172847544,-0.0201757025579726,0.588325857986552,0.312328116095981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,8,2000,1969.123298,-0.5978,-0.694120309,-0.692924098,34.91971266,35.08856241,1037.436025,3459.13,310265594.023863,10242209.4032914,NaN,NaN,CBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,10,1500.1,1478.67415,-0.36895,-0.437396675,-0.436497734,34.91444192,35.08286607,1035.108757,3459.13,1040664705.273,32313777.5988329,NaN,NaN,uPDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,12,1000.4,987.2304351,0.1463,0.100834817,0.101171212,34.89282324,35.0603256,1032.724895,3459.13,3172095904.2288,97747342.8068636,NaN,NaN,dAAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,14,700,691.3078852,0.54525,0.51294933,0.512866822,34.87853137,35.04566303,1031.279587,3459.13,3561304895.54231,109256550.762802,NaN,NaN,dAAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,16,500.2,494.2168067,1.1021,1.077551941,1.076766086,34.88584672,35.05293951,1030.303687,3459.13,3090058961.46683,94819740.5197123,NaN,NaN,AAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,17,400,395.3334427,1.2995,1.279551607,1.278586217,34.8767872,35.04383886,1029.811636,3459.13,2845162284.03725,88050712.9058069,NaN,NaN,AAW,0.00836084682551012,-0.005360996418235,-0.0373810639166613,1.03438121350939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,18,300.1,296.6849822,1.4559,1.440811775,1.439756382,34.86215461,35.0290824,1029.318005,3459.13,2906629429.79019,90377922.3336387,NaN,NaN,AAW,-2.7361625690993e-05,0.00578441375377431,-0.0540780249088146,1.04832097278073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,19,250.2,247.3854391,1.37105,1.358776147,1.357983272,34.83556879,35.00233735,1029.068605,3459.13,3174297424.67339,97949825.4443121,NaN,NaN,AAW,0.0104781675086299,-0.00539390868221291,-0.0516606950213216,1.0465764361949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,20,200,197.7745692,1.2662,1.256655063,1.256127317,34.81079074,34.97756058,1028.821687,3459.13,3360659880.45914,103836970.821109,NaN,NaN,AAW,-0.0012146342722128,0.00818026337053276,-0.0456348894735146,1.03866926037519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_25-02,2021-08-18T17:06:19,89.3215,-147.8746667,25,2,21,149.9,148.192196,-0.303,-0.307965627,-0.305689929,34.51867687,34.68454762,1028.452162,3459.13,5110638291.37914,157401519.174132,NaN,NaN,AAW,0.00258977666269563,0.0103352199025158,-0.00390850020140477,0.990983503636193,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-01,2021-08-19T01:22:11,89.11083333,-149.9735,26,1,1,75.2,74.41664604,-1.58015,-1.581513691,-1.576172586,33.20732806,33.36843918,1027.086696,1297,7266529359.96114,227467194.353297,NaN,NaN,PSW,0.0505625448277665,-0.019394124091817,0.246258644834854,0.722572934429197,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-01,2021-08-19T01:22:11,89.11083333,-149.9735,26,1,4,50,49.50268509,-1.65125,-1.652021436,-1.645570794,32.31642119,32.47286768,1026.245055,1297,7055392352.1175,222267277.969853,NaN,NaN,PSW,0.0626727709043371,-0.0142431859761654,0.385335567749363,0.566234847322466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-01,2021-08-19T01:22:11,89.11083333,-149.9735,26,1,6,40,39.52022553,-1.6154,-1.615971687,-1.608615011,31.65820116,31.8112419,1025.66168,1297,5836906514.16445,179496845.442177,NaN,NaN,PSW,0.0787977209849827,-0.025135972007203,0.579903908859065,0.366434342163155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-01,2021-08-19T01:22:11,89.11083333,-149.9735,26,1,8,30,29.72125352,-1.6043,-1.604685645,-1.596546477,30.97028355,31.1198272,1025.054822,1297,5647870835.69049,174212072.61281,NaN,NaN,PSW,0.0928762340338908,-0.0180859520516342,0.570133331068947,0.355076386948796,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-01,2021-08-19T01:22:11,89.11083333,-149.9735,26,1,11,20,19.8258612,-1.5411,-1.541337762,-1.532192113,30.27677605,30.42252957,1024.442205,1297,5267049418.68545,162105712.417459,NaN,NaN,PSW,0.112666807011391,-0.0197387952495229,0.594244413638508,0.312827574599624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-01,2021-08-19T01:22:11,89.11083333,-149.9735,26,1,12,9.9,9.751929513,-1.5396,-1.539709893,-1.530219626,29.89302164,30.03713738,1024.08255,1297,4693070243.27396,144645148.453475,NaN,NaN,PSW,0.119106457920938,-0.0175709873543665,0.635619719999032,0.262844809434396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,1,1327.4,1308.950158,-0.2994,-0.358679453,-0.357873823,34.91378266,35.08187927,1034.300621,1337.377,445626694.889425,15274136.8257523,NaN,NaN,uPDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,7,1277.3,1259.672648,-0.26855,-0.325343703,-0.324557717,34.90836951,35.07634934,1034.061509,1337.377,613430949.703049,19905861.2682064,NaN,NaN,uPDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,8,1000.2,987.0684997,-0.0581,-0.101832968,-0.101233761,34.88821571,35.05569145,1032.738235,1337.377,1488216843.51038,46872818.7580453,NaN,NaN,uPDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,10,700.2,691.4748673,0.4077,0.376210391,0.376275881,34.88110861,35.04825196,1031.292678,1337.377,3484272966.44767,108076663.024622,NaN,NaN,dAAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,12,500.1,494.1233096,0.85045,0.826971411,0.826529766,34.87702906,35.04408244,1030.316988,1337.377,2833468851.16408,87378630.5114769,NaN,NaN,AAW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,14,400.1,395.4076994,1.17265,1.153124811,1.152272208,34.88225564,35.04933792,1029.826332,1337.377,2675411756.26422,82864645.936623,NaN,NaN,AAW,-0.00987569938781594,0.0145362658019802,-0.0301160162048159,1.02545544979065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,15,300,296.5754872,1.3056,1.290897625,1.290075517,34.85196995,35.01885597,1029.321938,1337.377,2881528765.39106,89528290.1671784,NaN,NaN,AAW,0.0119790640353012,-0.00958233409343667,-0.024321214389032,1.02192448444717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,17,250,247.1593001,1.33895,1.326743402,1.325977277,34.83685299,35.00363676,1029.072163,1337.377,2991547135.91011,92459164.2848136,NaN,NaN,AAW,0.0037408824214694,0.000100745356171226,-0.0227926353921267,1.01895100761449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,18,200,197.7222916,1.22675,1.217271853,1.216781615,34.81143625,34.97823704,1028.825216,1337.377,3271692326.61815,101335757.589451,NaN,NaN,AAW,-0.00696275237497037,0.0138617848108736,-0.0346411366748853,1.02774210423898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,19,149.9,148.2071011,-0.5005,-0.505193151,-0.50267942,34.48669284,34.65248701,1028.436685,1337.377,5194541692.51654,159920824.695537,NaN,NaN,AAW,0.00806833778048499,0.00436212488062482,0.00751527180024444,0.980054265538646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,20,125.1,123.7450667,-1.26955,-1.272526906,-1.269208239,34.33130986,34.49687572,1028.226375,1337.377,5575971994.86155,177623652.539503,NaN,NaN,PSW,0.0112140119793954,0.00434058884776713,0.0283269524804318,0.956118446692406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_26-02,2021-08-19T02:39:55,89.11566667,-150.0418333,26,2,21,100,98.9429273,-1.58195,-1.583955816,-1.579957809,34.01004745,34.17457396,1027.857619,1337.377,6366470897.50052,198188124.373755,NaN,NaN,PSW,0.0282329234511239,-0.00791765626405324,0.0760688264735495,0.90361590633938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,7,2000.1,1969.18078,-0.40195,-0.501568052,-0.500708924,34.94683716,35.11574719,1037.436967,4026.868,10440019.1446258,3385660.64308411,749503.15352681,43766.2255883517,CBDW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,9,1500.1,1478.720059,-0.36955,-0.438012979,-0.437145225,34.92306874,35.09147885,1035.11563,4026.868,165957008.287798,6432740.22842236,5665585.61498234,177789.737481488,CBDW,NaN,NaN,NaN,NaN,239,31,215,49,0.9,0.07,47,1
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,11,1000,986.8699239,-0.1471,-0.190082328,-0.18938328,34.88958297,35.05704501,1032.746562,4026.868,1551964498.95573,47712372.5401811,18930057.5161136,480171.634427869,uPDW,NaN,NaN,NaN,NaN,42,1,21,2,0.5,0.03,21,1
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,13,700.2,691.5625298,0.17785,0.14773431,0.148093874,34.87583944,35.04296012,1031.306373,4026.868,2258050231.05582,69816222.8139109,19969762.5654963,543997.666043109,dAAW,NaN,NaN,NaN,NaN,30,1,13,2,0.43,0.04,18,1
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,15,500,494.0627661,0.54215,0.519986473,0.519938138,34.87033605,35.03738334,1030.335498,4026.868,2249361199.44493,69264949.512207,19314828.1630624,498682.935115007,dAAW,NaN,NaN,NaN,NaN,31,1,15,2,0.48,0.04,16,1
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,17,300.2,296.7734392,0.776,0.762653194,0.762476814,34.84249549,35.00938001,1029.354659,4026.868,2386455137.6269,73926100.9456397,18626032.876059,539600.566289051,AAW,0.000801331836275264,0.00471883964421349,-0.0434652745593742,1.03794510307889,30,1,16,2,0.53,0.05,14,1
SO21_28-03,2021-08-21T11:08:47,88.7395,-136.9016667,28,3,19,100,98.86296446,-1.4993,-1.501323183,-1.496775068,33.7219772,33.88526447,1027.621525,4026.868,6428500384.5198,208828259.578615,20204262.4336346,559030.902878622,PSW,0.0345203971190588,-0.0117604148379906,0.186934152879792,0.79030586483914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
